,reg_1,reg_2
29884,Santa Ynez Valley,Central Coast
29885,Columbia Valley (WA),Columbia Valley
29886,"The Hamptons, Long Island",Long Island
29887,Columbia Valley (WA),Columbia Valley
29888,Santa Barbara County,Central Coast
29889,Napa Valley,Napa
29890,Sonoma County,Sonoma
29891,Russian River Valley,Sonoma
29892,Alexander Valley,Sonoma
29893,Dry Creek Valley,Sonoma
29894,Paso Robles,Central Coast
29895,Amador County,Sierra Foothills
29896,Oakville,Napa
29897,Napa Valley,Napa
29898,Russian River Valley,Sonoma
29899,Napa Valley,Napa
29900,Alexander Valley,Sonoma
29901,Sta. Rita Hills,Central Coast
29902,Russian River Valley,Sonoma
29903,St. Helena,Napa
29904,Napa Valley,Napa
29905,Dundee Hills,Willamette Valley
29906,San Luis Obispo County,Central Coast
29907,Walla Walla Valley (WA),Columbia Valley
29908,Santa Ynez Valley,Central Coast
29909,Livermore Valley,Central Coast
29910,Amador County,Sierra Foothills
29911,Paso Robles,Central Coast
29912,Red Mountain,Columbia Valley
29913,Eola-Amity Hills,Willamette Valley
29914,Ribbon Ridge,Willamette Valley
29915,Arroyo Seco,Central Coast
29916,Bennett Valley,Sonoma
29917,Sta. Rita Hills,Central Coast
29918,Sonoma Valley,Sonoma
29919,California,California Other
29920,California,California Other
29921,Sonoma County,Sonoma
29922,Livermore Valley,Central Coast
29923,Temecula Valley,South Coast
29924,Sonoma Coast,Sonoma
29925,California,California Other
29926,Sonoma County,Sonoma
29927,California,California Other
29928,Santa Lucia Highlands,Central Coast
29929,California,California Other
29930,Napa Valley,Napa
29931,Livermore Valley,Central Coast
29932,Sonoma Valley,Sonoma
29933,Russian River Valley,Sonoma
29934,California,California Other
29935,North Fork of Long Island,Long Island
29936,North Fork of Long Island,Long Island
29937,Sonoma County,Sonoma
29938,California,California Other
29939,Cayuga Lake,Finger Lakes
29940,Santa Barbara County,Central Coast
29941,California,California Other
29942,Edna Valley,Central Coast
29943,Napa Valley,Napa
29944,Yakima Valley,Columbia Valley
29945,Arroyo Grande Valley,Central Coast
29946,Dundee Hills,Willamette Valley
29947,Carmel Valley,Central Coast
29948,Temecula Valley,South Coast
29949,Temecula Valley,South Coast
29950,Russian River Valley,Sonoma
29951,Walla Walla Valley (WA),Columbia Valley
29952,Livermore Valley,Central Coast
29953,Livermore Valley,Central Coast
29954,Santa Lucia Highlands,Central Coast
29955,Napa Valley,Napa
29956,Oakville,Napa
29957,Paso Robles,Central Coast
29958,Green Valley,Sonoma
29959,Sta. Rita Hills,Central Coast
29960,Sta. Rita Hills,Central Coast
29961,Santa Maria Valley,Central Coast
29962,Napa Valley,Napa
29963,Columbia Valley (WA),Columbia Valley
29964,Arroyo Seco,Central Coast
29965,York Mountain,Central Coast
29966,Dry Creek Valley,Sonoma
29967,California,California Other
29968,California,California Other
29969,North Fork of Long Island,Long Island
29970,Sonoma Coast,Sonoma
29971,Sonoma Coast,Sonoma
29972,Santa Barbara County,Central Coast
29973,California,California Other
29974,California,California Other
29975,California,California Other
29976,Santa Barbara County,Central Coast
29977,North Fork of Long Island,Long Island
29978,Paso Robles,Central Coast
29979,Santa Barbara County,Central Coast
29980,Paso Robles,Central Coast
29981,Santa Barbara County,Central Coast
29982,Lodi,Central Valley
29983,Santa Barbara County,Central Coast
29984,Livermore Valley,Central Coast
29985,Yakima Valley,Columbia Valley
29986,Columbia Valley (WA),Columbia Valley
29987,Yakima Valley,Columbia Valley
29988,Calistoga,Napa
29989,Amador County,Sierra Foothills
29990,Napa Valley,Napa
29991,Columbia Valley (WA),Columbia Valley
29992,Columbia Valley (WA),Columbia Valley
29993,Snipes Mountain,Columbia Valley
29994,Columbia Valley (WA),Columbia Valley
29995,Napa Valley,Napa
29996,Napa Valley,Napa
29997,Sta. Rita Hills,Central Coast
29998,Sonoma Coast,Sonoma
29999,Paso Robles,Central Coast
30000,Dundee Hills,Willamette Valley
30001,Arroyo Seco,Central Coast
30002,Paso Robles,Central Coast
30003,Napa Valley,Napa
30004,Napa Valley,Napa
30005,Sonoma Coast,Sonoma
30006,Sonoma Coast,Sonoma
30007,Russian River Valley,Sonoma
30008,Dundee Hills,Willamette Valley
30009,Russian River Valley,Sonoma
30010,Paso Robles,Central Coast
30011,Arroyo Grande Valley,Central Coast
30012,Dundee Hills,Willamette Valley
30013,Paso Robles,Central Coast
30014,Happy Canyon of Santa Barbara,Central Coast
30015,Columbia Gorge (OR),Oregon Other
30016,Green Valley,Sonoma
30017,Dundee Hills,Willamette Valley
30018,Mount Veeder,Napa
30019,Diamond Mountain District,Napa
30020,Napa Valley,Napa
30021,Howell Mountain,Napa
30022,Napa Valley,Napa
30023,Santa Lucia Highlands,Central Coast
30024,Sonoma Mountain,Sonoma
30025,Napa Valley,Napa
30026,Sonoma Coast,Sonoma
30027,Lodi,Central Valley
30028,Napa Valley,Napa
30029,Dry Creek Valley,Sonoma
30030,Dundee Hills,Willamette Valley
30031,Paso Robles,Central Coast
30032,Columbia Valley (WA),Columbia Valley
30033,Washington,Washington Other
30034,Oregon,Oregon Other
30035,Columbia Valley (WA),Columbia Valley
30036,Sonoma Mountain,Sonoma
30037,Paso Robles,Central Coast
30038,Columbia Valley (WA),Columbia Valley
30039,Carneros,Napa-Sonoma
30040,Columbia Gorge (WA),Washington Other
30041,Eola-Amity Hills,Willamette Valley
30042,Paso Robles,Central Coast
30043,Sonoma County,Sonoma
30044,Alexander Valley,Sonoma
30045,Shenandoah Valley (CA),Sierra Foothills
30046,Spring Mountain District,Napa
30047,Sta. Rita Hills,Central Coast
30048,Alexander Valley,Sonoma
30049,Russian River Valley,Sonoma
30050,California,California Other
30051,California,California Other
30052,Columbia Valley (WA),Columbia Valley
30053,Lodi,Central Valley
30054,California,California Other
30055,California,California Other
30056,Horse Heaven Hills,Columbia Valley
30057,Lake Chelan,Columbia Valley
30058,Columbia Valley (WA),Columbia Valley
30059,Washington,Washington Other
30060,Horse Heaven Hills,Columbia Valley
30061,Livermore Valley,Central Coast
30062,Sonoma Coast,Sonoma
30063,Russian River Valley,Sonoma
30064,Edna Valley,Central Coast
30065,Santa Cruz Mountains,Central Coast
30066,San Luis Obispo County,Central Coast
30067,Russian River Valley,Sonoma
30068,Santa Maria Valley,Central Coast
30069,Diamond Mountain District,Napa
30070,Napa Valley,Napa
30071,Adelaida District,Central Coast
30072,Napa Valley,Napa
30073,Dry Creek Valley,Sonoma
30074,California,California Other
30075,Shenandoah Valley (CA),Sierra Foothills
30076,Carneros,Napa-Sonoma
30077,Alexander Valley,Sonoma
30078,Sonoma Coast,Sonoma
30079,California,California Other
30080,California,California Other
30081,Sonoma Coast,Sonoma
30082,Rutherford,Napa
30083,Howell Mountain,Napa
30084,Columbia Valley (WA),Columbia Valley
30085,Napa Valley,Napa
30086,Columbia Valley (WA),Columbia Valley
30087,Santa Clara Valley,Central Coast
30088,Napa Valley,Napa
30089,Amador County,Sierra Foothills
30090,Yakima Valley,Columbia Valley
30091,Calaveras County,Sierra Foothills
30092,Napa Valley,Napa
30093,Carneros,Napa-Sonoma
30094,Paso Robles,Central Coast
30095,California,California Other
30096,Yakima Valley,Columbia Valley
30097,Paso Robles,Central Coast
30098,Columbia Valley (WA),Columbia Valley
30099,Napa Valley,Napa
30100,Paso Robles,Central Coast
30101,Horse Heaven Hills,Columbia Valley
30102,Sta. Rita Hills,Central Coast
30103,Paso Robles,Central Coast
30104,Sta. Rita Hills,Central Coast
30105,Yakima Valley,Columbia Valley
30106,Paso Robles,Central Coast
30107,Dundee Hills,Willamette Valley
30108,Sta. Rita Hills,Central Coast
30109,Dry Creek Valley,Sonoma
30110,Russian River Valley,Sonoma
30111,Walla Walla Valley (WA),Columbia Valley
30112,Russian River Valley,Sonoma
30113,Mt. Harlan,Central Coast
30114,Paso Robles,Central Coast
30115,Santa Barbara County,Central Coast
30116,Yakima Valley,Columbia Valley
30117,Paso Robles,Central Coast
30118,Columbia Valley (WA),Columbia Valley
30119,Oregon,Oregon Other
30120,Oregon,Oregon Other
30121,Paso Robles,Central Coast
30122,Washington,Washington Other
30123,Napa Valley,Napa
30124,Eola-Amity Hills,Willamette Valley
30125,Columbia Gorge (WA),Washington Other
30126,Russian River Valley,Sonoma
30127,Oakville,Napa
30128,Yakima Valley,Columbia Valley
30129,Sonoma Mountain,Sonoma
30130,Arroyo Grande Valley,Central Coast
30131,Napa Valley,Napa
30132,Columbia Valley (WA),Columbia Valley
30133,Paso Robles,Central Coast
30134,Sta. Rita Hills,Central Coast
30135,Rockpile,Sonoma
30136,Santa Lucia Highlands,Central Coast
30137,Columbia Valley (WA),Columbia Valley
30138,Rutherford,Napa
30139,Napa Valley,Napa
30140,Walla Walla Valley (WA),Columbia Valley
30141,Napa Valley,Napa
30142,Napa Valley,Napa
30143,Columbia Valley (WA),Columbia Valley
30144,Yakima Valley,Columbia Valley
30145,Alexander Valley,Sonoma
30146,Mount Veeder,Napa
30147,Columbia Valley (WA),Columbia Valley
30148,Oak Knoll District,Napa
30149,Oakville,Napa
30150,North Fork of Long Island,Long Island
30151,Alexander Valley,Sonoma
30152,Walla Walla Valley (WA),Columbia Valley
30153,Red Mountain,Columbia Valley
30154,Clarksburg,Central Valley
30155,Columbia Valley (WA),Columbia Valley
30156,Yolo County,Central Valley
30157,Russian River Valley,Sonoma
30158,Santa Cruz Mountains,Central Coast
30159,Paso Robles Willow Creek District,Central Coast
30160,Columbia Valley (WA),Columbia Valley
30161,Columbia Valley (WA),Columbia Valley
30162,Mount Veeder,Napa
30163,Lodi,Central Valley
30164,Sonoma Coast,Sonoma
30165,Cucamonga Valley,South Coast
30166,Napa Valley,Napa
30167,Walla Walla Valley (OR),Oregon Other
30168,Rogue Valley,Southern Oregon
30169,Temecula Valley,South Coast
30170,Alexander Valley,Sonoma
30171,Sonoma County,Sonoma
30172,Napa Valley,Napa
30173,Rockpile,Sonoma
30174,Sonoma County,Sonoma
30175,Eola-Amity Hills,Willamette Valley
30176,Sta. Rita Hills,Central Coast
30177,Umpqua Valley,Southern Oregon
30178,Chehalem Mountains,Willamette Valley
30179,Chehalem Mountains,Willamette Valley
30180,Edna Valley,Central Coast
30181,Russian River Valley,Sonoma
30182,Paso Robles,Central Coast
30183,Santa Cruz Mountains,Central Coast
30184,McMinnville,Willamette Valley
30185,Sonoma Coast,Sonoma
30186,Sta. Rita Hills,Central Coast
30187,Lodi,Central Valley
30188,Paso Robles,Central Coast
30189,Santa Clara Valley,Central Coast
30190,North Fork of Long Island,Long Island
30191,Carneros,Napa-Sonoma
30192,Napa Valley,Napa
30193,Carneros,Napa-Sonoma
30194,Walla Walla Valley (WA),Columbia Valley
30195,New York,New York Other
30196,Hudson River Region,New York Other
30197,Carneros,Napa-Sonoma
30198,Lodi,Central Valley
30199,Spring Mountain District,Napa
30200,North Fork of Long Island,Long Island
30201,Columbia Valley (WA),Columbia Valley
30202,Napa Valley,Napa
30203,Napa Valley,Napa
30204,Sonoma Coast,Sonoma
30205,California,California Other
30206,Yakima Valley,Columbia Valley
30207,Napa Valley,Napa
30208,Russian River Valley,Sonoma
30209,Sonoma County,Sonoma
30210,Santa Ynez Valley,Central Coast
30211,Livermore Valley,Central Coast
30212,Temecula Valley,South Coast
30213,Sonoma County,Sonoma
30214,Napa Valley,Napa
30215,Santa Ynez Valley,Central Coast
30216,Santa Maria Valley,Central Coast
30217,Napa Valley,Napa
30218,California,California Other
30219,Napa Valley,Napa
30220,Lodi,Central Valley
30221,Rogue Valley,Southern Oregon
30222,Napa Valley,Napa
30223,Sonoma Coast,Sonoma
30224,Paso Robles Willow Creek District,Central Coast
30225,Cayuga Lake,Finger Lakes
30226,Los Carneros,Napa-Sonoma
30227,Seneca Lake,Finger Lakes
30228,Edna Valley,Central Coast
30229,Sonoma Coast,Sonoma
30230,Cayuga Lake,Finger Lakes
30231,Red Mountain,Columbia Valley
30232,California,California Other
30233,Russian River Valley,Sonoma
30234,Columbia Valley (WA),Columbia Valley
30235,North Fork of Long Island,Long Island
30236,Santa Barbara,Central Coast
30237,Columbia Valley (WA),Columbia Valley
30238,California,California Other
30239,Columbia Valley (WA),Columbia Valley
30240,California,California Other
30241,Rutherford,Napa
30242,Santa Barbara County,Central Coast
30243,Russian River Valley,Sonoma
30244,Paso Robles,Central Coast
30245,Paso Robles,Central Coast
30246,Paicines,Central Coast
30247,Paso Robles,Central Coast
30248,Columbia Valley (WA),Columbia Valley
30249,Napa Valley,Napa
30250,Rattlesnake Hills,Columbia Valley
30251,Columbia Valley (WA),Columbia Valley
30252,Sta. Rita Hills,Central Coast
30253,Sonoma County,Sonoma
30254,Fiddletown,Sierra Foothills
30255,Santa Lucia Highlands,Central Coast
30256,Columbia Valley (WA),Columbia Valley
30257,Columbia Valley (WA),Columbia Valley
30258,Sonoma County,Sonoma
30259,Sonoma Coast,Sonoma
30260,Russian River Valley,Sonoma
30261,California,California Other
30262,Santa Cruz Mountains,Central Coast
30263,Sonoma County,Sonoma
30264,Napa Valley,Napa
30265,California,California Other
30266,Sonoma Valley,Sonoma
30267,California,California Other
30268,California,California Other
30269,Napa Valley,Napa
30270,Sonoma County,Sonoma
30271,Napa Valley,Napa
30272,Santa Lucia Highlands,Central Coast
30273,Dundee Hills,Willamette Valley
30274,Sonoma Coast,Sonoma
30275,Russian River Valley,Sonoma
30276,Sta. Rita Hills,Central Coast
30277,California,California Other
30278,California,California Other
30279,California,California Other
30280,Napa Valley,Napa
30281,California,California Other
30282,Sonoma County,Sonoma
30283,California,California Other
30284,Sta. Rita Hills,Central Coast
30285,Lodi,Central Valley
30286,Russian River Valley,Sonoma
30287,Napa Valley,Napa
30288,Sonoma Coast,Sonoma
30289,Moon Mountain District Sonoma County,Sonoma
30290,Sonoma Coast,Sonoma
30291,Carneros,Napa-Sonoma
30292,Monterey County,Central Coast
30293,Los Carneros,Napa-Sonoma
30294,Sonoma Coast,Sonoma
30295,Sonoma Valley,Sonoma
30296,Napa Valley,Napa
30297,North Fork of Long Island,Long Island
30298,Alexander Valley,Sonoma
30299,Dunnigan Hills,Central Valley
30300,Russian River Valley,Sonoma
30301,Sonoma Coast,Sonoma
30302,Paso Robles,Central Coast
30303,Red Mountain,Columbia Valley
30304,Sonoma Valley,Sonoma
30305,Sonoma County,Sonoma
30306,Rattlesnake Hills,Columbia Valley
30307,Santa Maria Valley,Central Coast
30308,Dry Creek Valley,Sonoma
30309,Paso Robles,Central Coast
30310,Sta. Rita Hills,Central Coast
30311,Santa Barbara County,Central Coast
30312,Ben Lomond Mountain,Central Coast
30313,El Dorado,Sierra Foothills
30314,Santa Lucia Highlands,Central Coast
30315,Dry Creek Valley,Sonoma
30316,Stags Leap District,Napa
30317,Russian River Valley,Sonoma
30318,Sonoma Valley,Sonoma
30319,Columbia Valley (WA),Columbia Valley
30320,Arroyo Seco,Central Coast
30321,Alexander Valley,Sonoma
30322,Alexander Valley,Sonoma
30323,Columbia Valley (WA),Columbia Valley
30324,Sonoma County,Sonoma
30325,Walla Walla Valley (WA),Columbia Valley
30326,California,California Other
30327,California,California Other
30328,Walla Walla Valley (WA),Columbia Valley
30329,Monterey,Central Coast
30330,Napa Valley,Napa
30331,Santa Ynez Valley,Central Coast
30332,Napa Valley,Napa
30333,California,California Other
30334,Napa Valley,Napa
30335,Columbia Valley (WA),Columbia Valley
30336,Horse Heaven Hills,Columbia Valley
30337,Walla Walla Valley (WA),Columbia Valley
30338,Paso Robles,Central Coast
30339,Paso Robles,Central Coast
30340,Columbia Valley (WA),Columbia Valley
30341,Lodi,Central Valley
30342,Yakima Valley,Columbia Valley
30343,Columbia Gorge (WA),Washington Other
30344,California,California Other
30345,El Dorado,Sierra Foothills
30346,Knights Valley,Sonoma
30347,Calistoga,Napa
30348,Walla Walla Valley (OR),Oregon Other
30349,Umpqua Valley,Southern Oregon
30350,McMinnville,Willamette Valley
30351,Arroyo Seco,Central Coast
30352,Sta. Rita Hills,Central Coast
30353,Columbia Valley (WA),Columbia Valley
30354,Russian River Valley,Sonoma
30355,Oregon,Oregon Other
30356,Russian River Valley,Sonoma
30357,Napa Valley,Napa
30358,Rogue Valley,Southern Oregon
30359,Monterey,Central Coast
30360,Russian River Valley,Sonoma
30361,Russian River Valley,Sonoma
30362,Santa Ynez Valley,Central Coast
30363,Paso Robles,Central Coast
30364,California,California Other
30365,Columbia Valley (WA),Columbia Valley
30366,Red Mountain,Columbia Valley
30367,Paso Robles,Central Coast
30368,Dry Creek Valley,Sonoma
30369,Napa Valley,Napa
30370,Fiddletown,Sierra Foothills
30371,Edna Valley,Central Coast
30372,Chehalem Mountains,Willamette Valley
30373,Carneros,Napa-Sonoma
30374,Santa Ynez Valley,Central Coast
30375,Carneros,Napa-Sonoma
30376,Russian River Valley,Sonoma
30377,Amador County,Sierra Foothills
30378,Paso Robles,Central Coast
30379,Russian River Valley,Sonoma
30380,Russian River Valley,Sonoma
30381,Sta. Rita Hills,Central Coast
30382,Horse Heaven Hills,Columbia Valley
30383,Sta. Rita Hills,Central Coast
30384,Walla Walla Valley (WA),Columbia Valley
30385,Horse Heaven Hills,Columbia Valley
30386,Columbia Valley (WA),Columbia Valley
30387,Paso Robles,Central Coast
30388,Red Mountain,Columbia Valley
30389,Sonoma County,Sonoma
30390,Red Mountain,Columbia Valley
30391,Alexander Valley,Sonoma
30392,Calaveras County,Sierra Foothills
30393,Lodi,Central Valley
30394,Santa Barbara County,Central Coast
30395,California,California Other
30396,Columbia Valley (WA),Columbia Valley
30397,Adelaida District,Central Coast
30398,Sta. Rita Hills,Central Coast
30399,Sonoma Coast,Sonoma
30400,Paso Robles,Central Coast
30401,San Bernabe,Central Coast
30402,Paso Robles,Central Coast
30403,Paso Robles,Central Coast
30404,Wahluke Slope,Columbia Valley
30405,Rutherford,Napa
30406,Templeton Gap District,Central Coast
30407,Sta. Rita Hills,Central Coast
30408,Santa Cruz Mountains,Central Coast
30409,Santa Maria Valley,Central Coast
30410,Ben Lomond Mountain,Central Coast
30411,Russian River Valley,Sonoma
30412,Sonoma Coast,Sonoma
30413,Napa Valley,Napa
30414,Napa Valley,Napa
30415,Napa Valley,Napa
30416,Paso Robles,Central Coast
30417,California,California Other
